_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,variance_dict,UTT,max_variance,giving_feedback_classifier,giving_feedback_classifier_int,time_stamp
5da7fba17c209e48d7bbfbde,5d9425dda9cf770a818c1f1b,1,1,5,2,3,"{'chatty_score': 1.33, 'safety_score': 8.33, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 8.33}",20,8.33,safety_score,2,26:58.0
5da7fba27c209e48d7bbfbdf,5d94268da9cf770a818d42a6,3,1,5,5,4,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 6.33, 'friendliness_score': 0, 'comfortibility_score': 1}",25,6.33,punctuality_score,3,26:58.4
5da7fba27c209e48d7bbfbe0,5da74651c2a44d9c0fc1e0d8,5,1,3,3,3,"{'chatty_score': 8.33, 'safety_score': 8.33, 'punctuality_score': 3, 'friendliness_score': 4, 'comfortibility_score': 5.33}",10,8.33,chatty_score,1,26:58.8
5da7fba37c209e48d7bbfbe1,5d9426a5a9cf770a818d6b93,1,1,5,1,2,"{'chatty_score': 3.72, 'safety_score': 2.08, 'punctuality_score': 2.81, 'friendliness_score': 2.63, 'comfortibility_score': 3.82}",20,3.82,comfortibility_score,5,26:59.2
5da7fbed7c209e48d7bbfbf4,5d9425cca9cf770a818c0539,1,4,4,5,4,"{'chatty_score': 4.33, 'safety_score': 1.33, 'punctuality_score': 8.33, 'friendliness_score': 0.1, 'comfortibility_score': 0}",20,8.33,punctuality_score,3,28:13.3
5da7fbed7c209e48d7bbfbf5,5d9425c3a9cf770a818bf7ab,3,4,5,4,5,"{'chatty_score': 0.33, 'safety_score': 1.33, 'punctuality_score': 8.33, 'friendliness_score': 6.33, 'comfortibility_score': 0.1}",20,8.33,punctuality_score,3,28:13.6
5da7fbee7c209e48d7bbfbf6,5da74711c2a44d9c0fc32020,3,1,4,5,2,"{'chatty_score': 3, 'safety_score': 0.33, 'punctuality_score': 8.33, 'friendliness_score': 0.33, 'comfortibility_score': 4.33}",30,8.33,punctuality_score,3,28:14.2
5da7fbee7c209e48d7bbfbf7,5d9426eda9cf770a818de371,3,1,3,4,4,"{'chatty_score': 5.33, 'safety_score': 6.33, 'punctuality_score': 0.1, 'friendliness_score': 7, 'comfortibility_score': 0}",15,7,friendliness_score,4,28:14.7
5da7fbfd7c209e48d7bbfc04,5d942669a9cf770a818d044e,5,5,1,1,4,"{'chatty_score': 0.1, 'safety_score': 0.5, 'punctuality_score': 12.5, 'friendliness_score': 8, 'comfortibility_score': 0}",20,12.5,punctuality_score,3,28:29.3
5da7fbfd7c209e48d7bbfc05,5d94266aa9cf770a818d0576,4,1,2,1,1,"{'chatty_score': 12.5, 'safety_score': 0.1, 'punctuality_score': 4.5, 'friendliness_score': 2, 'comfortibility_score': 4.5}",20,12.5,chatty_score,1,28:29.6
5da7fbfd7c209e48d7bbfc06,5d9426b7a9cf770a818d8a0f,2,4,3,2,3,"{'chatty_score': 2, 'safety_score': 0.5, 'punctuality_score': 0.1, 'friendliness_score': 8, 'comfortibility_score': 12.5}",10,12.5,comfortibility_score,5,28:29.9
5da7fc371d4d580765da4526,5d94263aa9cf770a818cb525,2,1,1,1,3,"{'chatty_score': 2, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",20,2,chatty_score,1,29:27.1
5da7fc371d4d580765da4527,5d942677a9cf770a818d1ba8,1,3,1,2,4,"{'chatty_score': 0.5, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 4.5}",25,4.5,comfortibility_score,5,29:27.4
5da7fc371d4d580765da4528,5d942729a9cf770a818e4822,2,4,3,1,2,"{'chatty_score': 2, 'safety_score': 8, 'punctuality_score': 2, 'friendliness_score': 12.5, 'comfortibility_score': 0.1}",25,12.5,friendliness_score,4,29:27.7
5da7fc6f7c209e48d7bbfc18,5d942671a9cf770a818d11dd,3,2,2,2,4,"{'chatty_score': 0.33, 'safety_score': 4.33, 'punctuality_score': 5.33, 'friendliness_score': 1.33, 'comfortibility_score': 0.1}",20,5.33,punctuality_score,3,30:23.0
5da7fc6f7c209e48d7bbfc19,5da74667c2a44d9c0fc20499,2,5,4,2,4,"{'chatty_score': 0.33, 'safety_score': 3, 'punctuality_score': 8.33, 'friendliness_score': 0.1, 'comfortibility_score': 0.33}",15,8.33,punctuality_score,3,30:23.4
5da7fc6f7c209e48d7bbfc1a,5d942608a9cf770a818c6330,2,5,4,1,3,"{'chatty_score': 4.33, 'safety_score': 0.33, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 0}",15,4.33,chatty_score,1,30:23.6
5da7fc707c209e48d7bbfc1b,5d942751a9cf770a818e8bab,2,5,2,5,3,"{'chatty_score': 0.33, 'safety_score': 3, 'punctuality_score': 5.33, 'friendliness_score': 0.33, 'comfortibility_score': 3}",15,5.33,punctuality_score,3,30:24.1
5da7fc721d4d580765da4534,5d9425fea9cf770a818c540d,2,2,2,4,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 4.5, 'comfortibility_score': 0}",20,4.5,friendliness_score,4,30:26.2
5da7fc721d4d580765da4535,5d9425e7a9cf770a818c2f4c,2,2,3,1,5,"{'chatty_score': 12.5, 'safety_score': 4.5, 'punctuality_score': 0.1, 'friendliness_score': 12.5, 'comfortibility_score': 0}",25,12.5,chatty_score,1,30:26.5
5da7fc721d4d580765da4536,5d9426a5a9cf770a818d6c40,3,4,5,1,1,"{'chatty_score': 2.55, 'safety_score': 3.12, 'punctuality_score': 4.41, 'friendliness_score': 1.12, 'comfortibility_score': 4.41}",10,4.41,punctuality_score,3,30:26.8
5da7fc881d4d580765da4548,5d94268ea9cf770a818d4446,4,4,1,1,1,"{'chatty_score': 8.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",20,8.33,chatty_score,1,30:48.1
5da7fc887c209e48d7bbfc2e,5d94260da9cf770a818c6b81,5,1,3,3,3,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 8.33, 'friendliness_score': 3, 'comfortibility_score': 8.33}",20,8.33,punctuality_score,3,30:48.4
5da7fc881d4d580765da4549,5da74649c2a44d9c0fc1d4c7,5,4,1,2,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 8.33, 'friendliness_score': 5.33, 'comfortibility_score': 0.33}",15,8.33,punctuality_score,3,30:48.5
5da7fc887c209e48d7bbfc2f,5d942699a9cf770a818d57a8,4,1,2,2,3,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 5.33, 'comfortibility_score': 1.33}",25,5.33,friendliness_score,4,30:48.8
5da7fc881d4d580765da454a,5d942692a9cf770a818d4b32,5,3,4,3,1,"{'chatty_score': 0.33, 'safety_score': 4, 'punctuality_score': 8.33, 'friendliness_score': 4.33, 'comfortibility_score': 6.33}",25,8.33,punctuality_score,3,30:48.9
5da7fc897c209e48d7bbfc30,5da7465cc2a44d9c0fc1f22e,5,2,3,1,4,"{'chatty_score': 3, 'safety_score': 3, 'punctuality_score': 0.33, 'friendliness_score': 0.1, 'comfortibility_score': 4.33}",10,4.33,comfortibility_score,5,30:49.2
5da7fc891d4d580765da454b,5d9426baa9cf770a818d8f8b,4,2,5,1,3,"{'chatty_score': 1.5, 'safety_score': 0.1, 'punctuality_score': 0.17, 'friendliness_score': 1.5, 'comfortibility_score': 2.57}",10,2.57,comfortibility_score,5,30:49.2
5da7fc897c209e48d7bbfc31,5d9426d0a9cf770a818db531,3,3,5,5,5,"{'chatty_score': 8.33, 'safety_score': 0.33, 'punctuality_score': 8.33, 'friendliness_score': 5.33, 'comfortibility_score': 0.1}",10,8.33,chatty_score,1,30:49.6
5da7fc947c209e48d7bbfc3e,5d942691a9cf770a818d4a3b,3,4,5,5,4,"{'chatty_score': 0.1, 'safety_score': 12.5, 'punctuality_score': 12.5, 'friendliness_score': 0, 'comfortibility_score': 0}",20,12.5,safety_score,2,31:00.8
5da7fc957c209e48d7bbfc3f,5d942639a9cf770a818cb363,4,3,5,1,5,"{'chatty_score': 2, 'safety_score': 8, 'punctuality_score': 0.1, 'friendliness_score': 8, 'comfortibility_score': 0}",20,8,safety_score,2,31:01.1
5da7fc957c209e48d7bbfc40,5d9426a0a9cf770a818d632f,3,2,3,3,5,"{'chatty_score': 2.99, 'safety_score': 3.29, 'punctuality_score': 0.4, 'friendliness_score': 5.6, 'comfortibility_score': 3.96}",20,5.6,friendliness_score,4,31:01.5
5da7fcc07c209e48d7bbfc4c,5d9425c1a9cf770a818bf3d4,5,3,3,2,1,"{'chatty_score': 0.1, 'safety_score': 0.5, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 12.5}",20,12.5,comfortibility_score,5,31:44.5
5da7fcc07c209e48d7bbfc4d,5da746cfc2a44d9c0fc2b3e2,5,1,1,4,3,"{'chatty_score': 8, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 12.5, 'comfortibility_score': 0.5}",10,12.5,friendliness_score,4,31:44.9
5da7fcc17c209e48d7bbfc4e,5d9426a2a9cf770a818d6729,1,4,3,4,4,"{'chatty_score': 2.43, 'safety_score': 1.42, 'punctuality_score': 3.63, 'friendliness_score': 3.4, 'comfortibility_score': 1.69}",30,3.63,punctuality_score,3,31:45.2
5da7fcd11d4d580765da455e,5d942624a9cf770a818c9168,4,4,4,4,3,"{'chatty_score': 0.33, 'safety_score': 0.33, 'punctuality_score': 7, 'friendliness_score': 0.1, 'comfortibility_score': 8.33}",20,8.33,comfortibility_score,5,32:01.7
5da7fcd21d4d580765da455f,5da746b1c2a44d9c0fc28136,4,4,3,4,2,"{'chatty_score': 8.33, 'safety_score': 1, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 1.33}",15,8.33,chatty_score,1,32:02.2
5da7fcd21d4d580765da4560,5da74708c2a44d9c0fc31013,5,4,5,3,5,"{'chatty_score': 0.1, 'safety_score': 1.33, 'punctuality_score': 0, 'friendliness_score': 0.33, 'comfortibility_score': 0.33}",25,1.33,safety_score,2,32:02.7
5da7fcd31d4d580765da4561,5d94270aa9cf770a818e12c6,5,3,4,5,3,"{'chatty_score': 2.57, 'safety_score': 0.1, 'punctuality_score': 0.17, 'friendliness_score': 0.67, 'comfortibility_score': 1.5}",20,2.57,chatty_score,1,32:03.1
5da7fd021d4d580765da4574,5d942644a9cf770a818cc5a7,2,4,4,4,1,"{'chatty_score': 1, 'safety_score': 5.33, 'punctuality_score': 1.33, 'friendliness_score': 8.33, 'comfortibility_score': 5.33}",20,8.33,friendliness_score,4,32:50.3
5da7fd021d4d580765da4575,5da74688c2a44d9c0fc23d4c,4,5,1,1,3,"{'chatty_score': 0.1, 'safety_score': 4.33, 'punctuality_score': 5.33, 'friendliness_score': 0.33, 'comfortibility_score': 0}",20,5.33,punctuality_score,3,32:50.7
5da7fd021d4d580765da4576,5d9425d6a9cf770a818c1596,1,5,3,5,2,"{'chatty_score': 3, 'safety_score': 8.33, 'punctuality_score': 8.33, 'friendliness_score': 3, 'comfortibility_score': 4.33}",15,8.33,safety_score,2,32:50.9
5da7fd031d4d580765da4577,5d9426aba9cf770a818d7692,2,5,4,1,3,"{'chatty_score': 3.06, 'safety_score': 0.99, 'punctuality_score': 1.36, 'friendliness_score': 1.36, 'comfortibility_score': 2.33}",20,3.06,chatty_score,1,32:51.2
5da7fd077c209e48d7bbfc60,5d942670a9cf770a818d10ed,1,4,4,2,1,"{'chatty_score': 8.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0.33, 'comfortibility_score': 0}",20,8.33,chatty_score,1,32:55.6
5da7fd077c209e48d7bbfc61,5d942645a9cf770a818cc700,1,5,4,4,2,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 0.33, 'comfortibility_score': 8.33}",30,8.33,comfortibility_score,5,32:56.0
5da7fd087c209e48d7bbfc62,5da7465cc2a44d9c0fc1f281,1,3,3,3,2,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0.33, 'friendliness_score': 8.33, 'comfortibility_score': 0}",15,8.33,friendliness_score,4,32:56.4
5da7fd087c209e48d7bbfc63,5d942700a9cf770a818e02d2,1,2,5,1,2,"{'chatty_score': 2.33, 'safety_score': 8.33, 'punctuality_score': 5.33, 'friendliness_score': 3, 'comfortibility_score': 0.1}",10,8.33,safety_score,2,32:56.8
5da7fd537c209e48d7bbfc76,5d9425f8a9cf770a818c4a49,5,3,2,2,1,"{'chatty_score': 4.33, 'safety_score': 3, 'punctuality_score': 8.33, 'friendliness_score': 1.33, 'comfortibility_score': 0.1}",20,8.33,punctuality_score,3,34:11.7
5da7fd547c209e48d7bbfc77,5da746f6c2a44d9c0fc2f387,5,2,2,3,2,"{'chatty_score': 6.33, 'safety_score': 0.1, 'punctuality_score': 3, 'friendliness_score': 1, 'comfortibility_score': 0}",15,6.33,chatty_score,1,34:12.1
5da7fd547c209e48d7bbfc78,5da746b2c2a44d9c0fc283b5,3,4,4,4,5,"{'chatty_score': 5.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 3}",25,5.33,chatty_score,1,34:12.5
5da7fd547c209e48d7bbfc79,5d9426b7a9cf770a818d8a5b,5,3,4,3,2,"{'chatty_score': 0.1, 'safety_score': 2.57, 'punctuality_score': 5.5, 'friendliness_score': 4.27, 'comfortibility_score': 0.17}",20,5.5,punctuality_score,3,34:12.8
5da7fd561d4d580765da458a,5d942627a9cf770a818c95b0,4,2,1,4,1,"{'chatty_score': 5.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 6.33, 'comfortibility_score': 3}",20,6.33,friendliness_score,4,34:14.3
5da7fd561d4d580765da458b,5da74685c2a44d9c0fc237f7,5,5,4,4,2,"{'chatty_score': 0.1, 'safety_score': 1.33, 'punctuality_score': 0, 'friendliness_score': 1, 'comfortibility_score': 0}",10,1.33,safety_score,2,34:14.8
5da7fd571d4d580765da458c,5da74716c2a44d9c0fc327ba,5,1,1,4,4,"{'chatty_score': 0.33, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 6.33, 'comfortibility_score': 1}",25,6.33,friendliness_score,4,34:15.3
5da7fd571d4d580765da458d,5d9426cfa9cf770a818db2f9,4,1,4,5,3,"{'chatty_score': 0.33, 'safety_score': 0.1, 'punctuality_score': 1.33, 'friendliness_score': 6.33, 'comfortibility_score': 5.33}",25,6.33,friendliness_score,4,34:15.7
5da7fd657c209e48d7bbfc8c,5d942629a9cf770a818c9a38,2,1,4,1,2,"{'chatty_score': 0.1, 'safety_score': 4, 'punctuality_score': 0, 'friendliness_score': 3, 'comfortibility_score': 0}",20,4,safety_score,2,34:29.1
5da7fd657c209e48d7bbfc8d,5d942659a9cf770a818ce87f,4,3,5,4,3,"{'chatty_score': 1.33, 'safety_score': 0.33, 'punctuality_score': 4.33, 'friendliness_score': 2.33, 'comfortibility_score': 0.33}",20,4.33,punctuality_score,3,34:29.6
5da7fd657c209e48d7bbfc8e,5d94264ba9cf770a818cd137,5,2,5,1,3,"{'chatty_score': 0.1, 'safety_score': 8.33, 'punctuality_score': 1.33, 'friendliness_score': 0, 'comfortibility_score': 5.33}",30,8.33,safety_score,2,34:29.9
5da7fd667c209e48d7bbfc8f,5d9426c5a9cf770a818da24d,1,4,2,2,4,"{'chatty_score': 0.1, 'safety_score': 5.33, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0}",30,5.33,safety_score,2,34:30.3
5da7fd927c209e48d7bbfc9c,5d9425b3a9cf770a818bdf18,4,5,5,1,2,"{'chatty_score': 12.5, 'safety_score': 8, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 0}",20,12.5,chatty_score,1,35:14.0
5da7fd927c209e48d7bbfc9d,5da74681c2a44d9c0fc2304c,2,5,1,4,2,"{'chatty_score': 0.5, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0.5}",30,0.5,chatty_score,1,35:14.4
5da7fd927c209e48d7bbfc9e,5d9426afa9cf770a818d7cdc,1,5,2,2,3,"{'chatty_score': 2.67, 'safety_score': 1.5, 'punctuality_score': 2.8, 'friendliness_score': 0.67, 'comfortibility_score': 0.1}",30,2.8,punctuality_score,3,35:14.7
5da7fdb11d4d580765da45a0,5d942604a9cf770a818c5cf3,5,2,2,4,5,"{'chatty_score': 7, 'safety_score': 0.1, 'punctuality_score': 6.33, 'friendliness_score': 0, 'comfortibility_score': 0}",20,7,chatty_score,1,35:45.1
5da7fdb11d4d580765da45a1,5da74716c2a44d9c0fc3273d,5,3,1,3,1,"{'chatty_score': 3, 'safety_score': 0.1, 'punctuality_score': 0, 'friendliness_score': 1.33, 'comfortibility_score': 0}",25,3,chatty_score,1,35:45.5
5da7fdb11d4d580765da45a2,5da74672c2a44d9c0fc217cd,3,4,3,5,4,"{'chatty_score': 1.33, 'safety_score': 0.33, 'punctuality_score': 0.33, 'friendliness_score': 5.33, 'comfortibility_score': 0.33}",30,5.33,friendliness_score,4,35:45.9
5da7fdb21d4d580765da45a3,5d942722a9cf770a818e3c11,3,5,3,1,4,"{'chatty_score': 3, 'safety_score': 2.33, 'punctuality_score': 0.33, 'friendliness_score': 1, 'comfortibility_score': 0.1}",25,3,chatty_score,1,35:46.2
5da7fdca7c209e48d7bbfcb0,5d942654a9cf770a818ce15f,4,5,2,4,5,"{'chatty_score': 5.33, 'safety_score': 5.33, 'punctuality_score': 0.1, 'friendliness_score': 0.33, 'comfortibility_score': 8.33}",20,8.33,comfortibility_score,5,36:10.3
5da7fdca7c209e48d7bbfcb1,5d942687a9cf770a818d3869,1,5,4,4,1,"{'chatty_score': 6.33, 'safety_score': 2.33, 'punctuality_score': 0.33, 'friendliness_score': 1, 'comfortibility_score': 5.33}",15,6.33,chatty_score,1,36:10.6
5da7fdca7c209e48d7bbfcb2,5da74707c2a44d9c0fc30f3f,2,5,1,1,2,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 6.33, 'friendliness_score': 5.33, 'comfortibility_score': 1.33}",15,6.33,punctuality_score,3,36:11.0
5da7fdcb7c209e48d7bbfcb3,5d942757a9cf770a818e96dc,4,1,3,5,4,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 5.33, 'friendliness_score': 0, 'comfortibility_score': 0}",15,5.33,punctuality_score,3,36:11.3
5da7fded1d4d580765da45b6,5d942618a9cf770a818c7e74,1,3,3,5,5,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 0, 'friendliness_score': 1.33, 'comfortibility_score': 5.33}",20,5.33,comfortibility_score,5,36:45.1
5da7fded1d4d580765da45b7,5d942627a9cf770a818c9709,2,3,2,5,2,"{'chatty_score': 0.33, 'safety_score': 1.33, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 1.33}",15,1.33,safety_score,2,36:45.4
5da7fded1d4d580765da45b8,5d942657a9cf770a818ce5e4,4,2,4,5,5,"{'chatty_score': 1.33, 'safety_score': 5.33, 'punctuality_score': 5.33, 'friendliness_score': 3, 'comfortibility_score': 8.33}",20,8.33,comfortibility_score,5,36:45.6
5da7fded1d4d580765da45b9,5d942716a9cf770a818e27c8,2,5,4,3,3,"{'chatty_score': 4.33, 'safety_score': 0.1, 'punctuality_score': 3, 'friendliness_score': 5.33, 'comfortibility_score': 1.33}",20,5.33,friendliness_score,4,36:46.0
5da7fdfc1d4d580765da45c6,5d942606a9cf770a818c6060,2,2,4,3,2,"{'chatty_score': 12.5, 'safety_score': 2, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 2}",20,12.5,chatty_score,1,37:00.9
5da7fdfd1d4d580765da45c7,5d9425fea9cf770a818c533a,3,1,5,5,4,"{'chatty_score': 0.5, 'safety_score': 0.1, 'punctuality_score': 4.5, 'friendliness_score': 8, 'comfortibility_score': 0}",20,8,friendliness_score,4,37:01.2
5da7fdfd1d4d580765da45c8,5d9426baa9cf770a818d9008,5,5,1,1,1,"{'chatty_score': 0.27, 'safety_score': 1.37, 'punctuality_score': 4.17, 'friendliness_score': 4.17, 'comfortibility_score': 4.17}",25,4.17,punctuality_score,3,37:01.5
5da7fe1c1d4d580765da45d4,5d9425ffa9cf770a818c5626,5,1,2,1,4,"{'chatty_score': 0.1, 'safety_score': 2, 'punctuality_score': 0, 'friendliness_score': 2, 'comfortibility_score': 8}",20,8,comfortibility_score,5,37:32.9
5da7fe1d1d4d580765da45d5,5da746f0c2a44d9c0fc2e977,5,2,2,5,5,"{'chatty_score': 8, 'safety_score': 0.1, 'punctuality_score': 0.5, 'friendliness_score': 2, 'comfortibility_score': 0.5}",10,8,chatty_score,1,37:33.3
5da7fe1d1d4d580765da45d6,5d9426b5a9cf770a818d86b2,4,3,4,5,4,"{'chatty_score': 2, 'safety_score': 6, 'punctuality_score': 4.92, 'friendliness_score': 0.1, 'comfortibility_score': 0}",25,6,safety_score,2,37:33.6
5da7fe361d4d580765da45e2,5d9425faa9cf770a818c4cb2,3,2,4,2,2,"{'chatty_score': 0.1, 'safety_score': 0, 'punctuality_score': 8, 'friendliness_score': 12.5, 'comfortibility_score': 0}",20,12.5,friendliness_score,4,37:58.9
5da7fe371d4d580765da45e3,5da746b9c2a44d9c0fc28eb1,1,1,5,3,5,"{'chatty_score': 0.5, 'safety_score': 0.1, 'punctuality_score': 4.5, 'friendliness_score': 0, 'comfortibility_score': 8}",30,8,comfortibility_score,5,37:59.4
5da7fe371d4d580765da45e4,5d9426caa9cf770a818daaf3,5,4,3,4,1,"{'chatty_score': 8, 'safety_score': 8, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 8}",15,8,chatty_score,1,37:59.7
5da7fe551d4d580765da45f6,5d942690a9cf770a818d47f7,1,1,3,2,4,"{'chatty_score': 4.33, 'safety_score': 7, 'punctuality_score': 0.1, 'friendliness_score': 5.33, 'comfortibility_score': 8.33}",20,8.33,comfortibility_score,5,38:29.9
5da7fe561d4d580765da45f7,5da7465fc2a44d9c0fc1f655,4,4,4,4,5,"{'chatty_score': 1.33, 'safety_score': 5.33, 'punctuality_score': 4, 'friendliness_score': 3, 'comfortibility_score': 4.33}",30,5.33,safety_score,2,38:30.3
5da7fe561d4d580765da45f8,5da746b9c2a44d9c0fc28ec6,4,1,3,2,5,"{'chatty_score': 1.33, 'safety_score': 5.33, 'punctuality_score': 8.33, 'friendliness_score': 0.1, 'comfortibility_score': 3}",30,8.33,punctuality_score,3,38:30.8
5da7fe577c209e48d7bbfcc0,5d9425d2a9cf770a818c0f2a,2,4,1,3,1,"{'chatty_score': 0.1, 'safety_score': 0.5, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0.5}",20,0.5,safety_score,2,38:31.0
5da7fe571d4d580765da45f9,5d9426a2a9cf770a818d6675,2,5,3,1,1,"{'chatty_score': 0.08, 'safety_score': 1.9, 'punctuality_score': 1.54, 'friendliness_score': 0.2, 'comfortibility_score': 3.33}",30,3.33,comfortibility_score,5,38:31.2
5da7fe577c209e48d7bbfcc1,5d942631a9cf770a818ca71f,1,3,1,1,4,"{'chatty_score': 0.5, 'safety_score': 8, 'punctuality_score': 8, 'friendliness_score': 2, 'comfortibility_score': 0.1}",15,8,safety_score,2,38:31.4
5da7fe577c209e48d7bbfcc2,5d9426e4a9cf770a818dd644,3,1,5,5,4,"{'chatty_score': 4.5, 'safety_score': 4.5, 'punctuality_score': 8, 'friendliness_score': 0.1, 'comfortibility_score': 8}",15,8,punctuality_score,3,38:31.8
5da7fec61d4d580765da460c,5d942655a9cf770a818ce31a,2,1,3,1,5,"{'chatty_score': 1.33, 'safety_score': 3, 'punctuality_score': 8.33, 'friendliness_score': 8.33, 'comfortibility_score': 6.33}",20,8.33,punctuality_score,3,40:22.5
5da7fec61d4d580765da460d,5da74671c2a44d9c0fc2158e,3,3,5,4,5,"{'chatty_score': 1.33, 'safety_score': 0.1, 'punctuality_score': 5.33, 'friendliness_score': 0.33, 'comfortibility_score': 0}",30,5.33,punctuality_score,3,40:22.8
5da7fec71d4d580765da460e,5da746c2c2a44d9c0fc29e01,1,3,1,3,4,"{'chatty_score': 3, 'safety_score': 8.33, 'punctuality_score': 0.1, 'friendliness_score': 8.33, 'comfortibility_score': 8.33}",20,8.33,safety_score,2,40:23.2
5da7fec71d4d580765da460f,5d9426a3a9cf770a818d694b,5,2,5,1,5,"{'chatty_score': 4.0, 'safety_score': 2.86, 'punctuality_score': 1.78, 'friendliness_score': 1.36, 'comfortibility_score': 2.75}",30,4,chatty_score,1,40:23.5
5da7fee47c209e48d7bbfcd4,5d942684a9cf770a818d3285,5,5,2,3,3,"{'chatty_score': 1.33, 'safety_score': 5.33, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 1.33}",20,5.33,safety_score,2,40:52.3
5da7fee47c209e48d7bbfcd5,5da746bdc2a44d9c0fc295a8,3,3,1,1,1,"{'chatty_score': 3, 'safety_score': 8.33, 'punctuality_score': 0.1, 'friendliness_score': 1.33, 'comfortibility_score': 0.33}",15,8.33,safety_score,2,40:52.7
5da7fee57c209e48d7bbfcd6,5da74691c2a44d9c0fc24c9a,3,1,4,2,2,"{'chatty_score': 8.33, 'safety_score': 3, 'punctuality_score': 3, 'friendliness_score': 5.33, 'comfortibility_score': 8.33}",20,8.33,chatty_score,1,40:53.1
5da7fee57c209e48d7bbfcd7,5d942746a9cf770a818e7a78,1,3,2,4,3,"{'chatty_score': 5.33, 'safety_score': 0.1, 'punctuality_score': 0.33, 'friendliness_score': 0, 'comfortibility_score': 6.33}",30,6.33,comfortibility_score,5,40:53.4
5da7feee1d4d580765da4622,5d94269ea9cf770a818d5f28,3,2,5,5,5,"{'chatty_score': 3, 'safety_score': 8.33, 'punctuality_score': 0.1, 'friendliness_score': 8.33, 'comfortibility_score': 3}",20,8.33,safety_score,2,41:02.2
5da7feee1d4d580765da4623,5da74662c2a44d9c0fc1fc65,2,2,3,3,3,"{'chatty_score': 0.33, 'safety_score': 0.1, 'punctuality_score': 3, 'friendliness_score': 0, 'comfortibility_score': 3}",30,3,punctuality_score,3,41:02.7
5da7feef1d4d580765da4624,5da74658c2a44d9c0fc1ea9b,5,1,5,2,4,"{'chatty_score': 5.33, 'safety_score': 0.33, 'punctuality_score': 0.1, 'friendliness_score': 0, 'comfortibility_score': 8.33}",20,8.33,comfortibility_score,5,41:03.1
5da7feef1d4d580765da4625,5d9426d7a9cf770a818dc09a,3,2,4,5,5,"{'chatty_score': 0.33, 'safety_score': 3, 'punctuality_score': 1.33, 'friendliness_score': 8.33, 'comfortibility_score': 1.33}",30,8.33,friendliness_score,4,41:03.4
5da7ff051d4d580765da4638,5d94265ca9cf770a818ceef0,3,1,5,2,1,"{'chatty_score': 8.33, 'safety_score': 1.33, 'punctuality_score': 0.1, 'friendliness_score': 8.33, 'comfortibility_score': 0}",20,8.33,chatty_score,1,41:25.9
5da7ff061d4d580765da4639,5da7469cc2a44d9c0fc25f06,4,1,5,5,2,"{'chatty_score': 6.33, 'safety_score': 0.33, 'punctuality_score': 2.33, 'friendliness_score': 2.33, 'comfortibility_score': 8.33}",20,8.33,comfortibility_score,5,41:26.2
5da7ff061d4d580765da463a,5da74670c2a44d9c0fc214eb,4,5,5,1,4,"{'chatty_score': 0.1, 'safety_score': 1, 'punctuality_score': 4.33, 'friendliness_score': 0, 'comfortibility_score': 4.33}",25,4.33,punctuality_score,3,41:26.6
