_id,feedback_type,user_who_is_rating_Mongoid,user_who_is_rating_id,user_getting_rated_Mongoid,user_getting_rated_id,trip_id,chatty_rating,safety_rating,punctuality_rating,friendliness_rating,comfort_rating,average_rating,feedback_given_classifier,feedback_given_classifier_to_int,time_stamp,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,driver_rating,UTT
5d92556ad27ea52e713fd8f2,rider_to_rider,5d844b50a51ea3e5d352b5f0,98009,5d844a5fa51ea3e5d3517e05,18158,5d925569d27ea52e713fd8f0,0,0,0,3,3,1.2,friendliness_score,4,2019-09-30 15:20:10,4.0,1.0,1.0,3.0,2.0,,30.0
5d92556ad27ea52e713fd8f3,rider_to_driver,5d844b50a51ea3e5d352b5f0,98009,5d844b67a51ea3e5d352cc8a,103795,5d925569d27ea52e713fd8f0,0,3,0,0,0,0.6,safety_score,2,2019-09-30 15:20:10,4.0,1.0,1.0,3.0,2.0,4.0,30.0
5d92556ad27ea52e713fd8f4,rider_to_rider,5d844a5fa51ea3e5d3517e05,18158,5d844b50a51ea3e5d352b5f0,98009,5d925569d27ea52e713fd8f0,2,1,2,0,0,1.0,chatty_score,1,2019-09-30 15:20:10,5.0,4.0,5.0,2.0,4.0,,30.0
5d92556ad27ea52e713fd8f5,rider_to_driver,5d844a5fa51ea3e5d3517e05,18158,5d844b67a51ea3e5d352cc8a,103795,5d925569d27ea52e713fd8f0,1,4,0,0,0,1.0,safety_score,2,2019-09-30 15:20:10,5.0,4.0,5.0,2.0,4.0,2.0,30.0
5d92556ad27ea52e713fd8f6,driver_to_rider,5d844b67a51ea3e5d352cc8a,103795,5d844b50a51ea3e5d352b5f0,98009,5d925569d27ea52e713fd8f0,0,0,0,3,3,1.2,friendliness_score,4,2019-09-30 15:20:10,1.0,1.0,4.0,5.0,3.0,,20.0
5d92556ad27ea52e713fd8f7,driver_to_rider,5d844b67a51ea3e5d352cc8a,103795,5d844a5fa51ea3e5d3517e05,18158,5d925569d27ea52e713fd8f0,0,1,0,0,4,1.0,comfortibility_score,5,2019-09-30 15:20:10,1.0,1.0,4.0,5.0,3.0,,20.0
5d92559c02040fb1c46f8a61,rider_to_rider,5d844b42a51ea3e5d352a197,92800,5d844a3aa51ea3e5d3514381,3178,5d92559b02040fb1c46f8a5f,0,0,4,5,1,2.0,friendliness_score,4,2019-09-30 15:21:00,2.0,1.0,2.0,1.0,3.0,,15.0
5d92559c02040fb1c46f8a62,rider_to_driver,5d844b42a51ea3e5d352a197,92800,5d844b6ba51ea3e5d352d1e3,105164,5d92559b02040fb1c46f8a5f,0,0,3,0,1,0.8,punctuality_score,3,2019-09-30 15:21:00,2.0,1.0,2.0,1.0,3.0,4.0,15.0
5d92559c02040fb1c46f8a63,rider_to_rider,5d844a3aa51ea3e5d3514381,3178,5d844b42a51ea3e5d352a197,92800,5d92559b02040fb1c46f8a5f,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:21:00,3.0,4.0,2.0,4.0,5.0,,10.0
5d92559c02040fb1c46f8a64,rider_to_driver,5d844a3aa51ea3e5d3514381,3178,5d844b6ba51ea3e5d352d1e3,105164,5d92559b02040fb1c46f8a5f,5,0,4,0,0,1.8,chatty_score,1,2019-09-30 15:21:00,3.0,4.0,2.0,4.0,5.0,2.0,10.0
5d92559c02040fb1c46f8a65,driver_to_rider,5d844b6ba51ea3e5d352d1e3,105164,5d844b42a51ea3e5d352a197,92800,5d92559b02040fb1c46f8a5f,0,3,0,0,0,0.6,safety_score,2,2019-09-30 15:21:00,5.0,4.0,3.0,1.0,1.0,,15.0
5d92559c02040fb1c46f8a66,driver_to_rider,5d844b6ba51ea3e5d352d1e3,105164,5d844a3aa51ea3e5d3514381,3178,5d92559b02040fb1c46f8a5f,1,0,0,0,0,0.2,chatty_score,1,2019-09-30 15:21:00,5.0,4.0,3.0,1.0,1.0,,15.0
5d9255a42f0fc84926f97103,rider_to_rider,5d844a4da51ea3e5d351611c,10757,5d844b54a51ea3e5d352b972,98907,5d9255a42f0fc84926f97101,0,0,1,5,0,1.2,friendliness_score,4,2019-09-30 15:21:08,5.0,1.0,1.0,1.0,1.0,,10.0
5d9255a42f0fc84926f97104,rider_to_driver,5d844a4da51ea3e5d351611c,10757,5d844bb5a51ea3e5d353296e,127575,5d9255a42f0fc84926f97101,0,0,2,0,0,0.4,punctuality_score,3,2019-09-30 15:21:08,5.0,1.0,1.0,1.0,1.0,2.0,10.0
5d9255a42f0fc84926f97105,rider_to_rider,5d844b54a51ea3e5d352b972,98907,5d844a4da51ea3e5d351611c,10757,5d9255a42f0fc84926f97101,0,2,0,0,1,0.6,safety_score,2,2019-09-30 15:21:08,5.0,3.0,1.0,2.0,1.0,,30.0
5d9255a42f0fc84926f97106,rider_to_driver,5d844b54a51ea3e5d352b972,98907,5d844bb5a51ea3e5d353296e,127575,5d9255a42f0fc84926f97101,0,0,0,0,3,0.6,comfortibility_score,5,2019-09-30 15:21:08,5.0,3.0,1.0,2.0,1.0,2.0,30.0
5d9255a42f0fc84926f97107,driver_to_rider,5d844bb5a51ea3e5d353296e,127575,5d844a4da51ea3e5d351611c,10757,5d9255a42f0fc84926f97101,0,1,0,0,0,0.2,safety_score,2,2019-09-30 15:21:08,4.0,2.0,1.0,5.0,3.0,,20.0
5d9255a42f0fc84926f97108,driver_to_rider,5d844bb5a51ea3e5d353296e,127575,5d844b54a51ea3e5d352b972,98907,5d9255a42f0fc84926f97101,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:21:08,4.0,2.0,1.0,5.0,3.0,,20.0
5d9255b32f0fc84926f9710b,rider_to_rider,5d844b2ba51ea3e5d3528613,85756,5d844a6fa51ea3e5d351961e,24327,5d9255b32f0fc84926f97109,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:21:23,5.0,5.0,4.0,3.0,4.0,,10.0
5d9255b32f0fc84926f9710c,rider_to_rider,5d844b2ba51ea3e5d3528613,85756,5d844a50a51ea3e5d3516599,11906,5d9255b32f0fc84926f97109,0,0,4,0,0,0.8,punctuality_score,3,2019-09-30 15:21:23,5.0,5.0,4.0,3.0,4.0,,10.0
5d9255b32f0fc84926f9710d,rider_to_driver,5d844b2ba51ea3e5d3528613,85756,5d844b73a51ea3e5d352db76,107615,5d9255b32f0fc84926f97109,3,0,0,0,4,1.4,comfortibility_score,5,2019-09-30 15:21:23,5.0,5.0,4.0,3.0,4.0,3.0,10.0
5d9255b32f0fc84926f9710e,rider_to_rider,5d844a6fa51ea3e5d351961e,24327,5d844b2ba51ea3e5d3528613,85756,5d9255b32f0fc84926f97109,0,0,0,5,0,1.0,friendliness_score,4,2019-09-30 15:21:23,5.0,3.0,4.0,3.0,2.0,,10.0
5d9255b32f0fc84926f9710f,rider_to_rider,5d844a6fa51ea3e5d351961e,24327,5d844a50a51ea3e5d3516599,11906,5d9255b32f0fc84926f97109,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:21:23,5.0,3.0,4.0,3.0,2.0,,10.0
5d9255b32f0fc84926f97110,rider_to_driver,5d844a6fa51ea3e5d351961e,24327,5d844b73a51ea3e5d352db76,107615,5d9255b32f0fc84926f97109,0,0,0,0,1,0.2,comfortibility_score,5,2019-09-30 15:21:23,5.0,3.0,4.0,3.0,2.0,3.0,10.0
5d9255b32f0fc84926f97111,rider_to_rider,5d844a50a51ea3e5d3516599,11906,5d844b2ba51ea3e5d3528613,85756,5d9255b32f0fc84926f97109,4,0,0,2,0,1.2,chatty_score,1,2019-09-30 15:21:23,5.0,4.0,5.0,3.0,4.0,,15.0
5d9255b32f0fc84926f97112,rider_to_rider,5d844a50a51ea3e5d3516599,11906,5d844a6fa51ea3e5d351961e,24327,5d9255b32f0fc84926f97109,0,0,0,0,5,1.0,comfortibility_score,5,2019-09-30 15:21:23,5.0,4.0,5.0,3.0,4.0,,15.0
5d9255b32f0fc84926f97113,rider_to_driver,5d844a50a51ea3e5d3516599,11906,5d844b73a51ea3e5d352db76,107615,5d9255b32f0fc84926f97109,1,0,3,0,0,0.8,punctuality_score,3,2019-09-30 15:21:23,5.0,4.0,5.0,3.0,4.0,4.0,15.0
5d9255b32f0fc84926f97114,driver_to_rider,5d844b73a51ea3e5d352db76,107615,5d844b2ba51ea3e5d3528613,85756,5d9255b32f0fc84926f97109,0,0,5,0,0,1.0,punctuality_score,3,2019-09-30 15:21:23,3.0,5.0,5.0,2.0,1.0,,15.0
5d9255b32f0fc84926f97115,driver_to_rider,5d844b73a51ea3e5d352db76,107615,5d844a6fa51ea3e5d351961e,24327,5d9255b32f0fc84926f97109,0,0,1,0,0,0.2,punctuality_score,3,2019-09-30 15:21:23,3.0,5.0,5.0,2.0,1.0,,15.0
5d9255b32f0fc84926f97116,driver_to_rider,5d844b73a51ea3e5d352db76,107615,5d844a50a51ea3e5d3516599,11906,5d9255b32f0fc84926f97109,0,0,0,2,0,0.4,friendliness_score,4,2019-09-30 15:21:23,3.0,5.0,5.0,2.0,1.0,,15.0
5d9255f002040fb1c46f8a69,rider_to_rider,5d844ad5a51ea3e5d352151a,56835,5d844ab9a51ea3e5d351f4c1,48554,5d9255f002040fb1c46f8a67,0,1,1,0,0,0.4,safety_score,2,2019-09-30 15:22:24,5.0,1.0,1.0,5.0,5.0,,15.0
5d9255f002040fb1c46f8a6a,rider_to_rider,5d844ad5a51ea3e5d352151a,56835,5d844b45a51ea3e5d352a522,93707,5d9255f002040fb1c46f8a67,0,0,0,0,2,0.4,comfortibility_score,5,2019-09-30 15:22:24,5.0,1.0,1.0,5.0,5.0,,15.0
5d9255f002040fb1c46f8a6b,rider_to_driver,5d844ad5a51ea3e5d352151a,56835,5d844bb5a51ea3e5d35329cd,127670,5d9255f002040fb1c46f8a67,0,0,0,0,2,0.4,comfortibility_score,5,2019-09-30 15:22:24,5.0,1.0,1.0,5.0,5.0,3.0,15.0
5d9255f002040fb1c46f8a6c,rider_to_rider,5d844ab9a51ea3e5d351f4c1,48554,5d844ad5a51ea3e5d352151a,56835,5d9255f002040fb1c46f8a67,0,0,0,4,0,0.8,friendliness_score,4,2019-09-30 15:22:24,5.0,1.0,4.0,2.0,1.0,,15.0
5d9255f002040fb1c46f8a6d,rider_to_rider,5d844ab9a51ea3e5d351f4c1,48554,5d844b45a51ea3e5d352a522,93707,5d9255f002040fb1c46f8a67,0,5,0,0,0,1.0,safety_score,2,2019-09-30 15:22:24,5.0,1.0,4.0,2.0,1.0,,15.0
5d9255f002040fb1c46f8a6e,rider_to_driver,5d844ab9a51ea3e5d351f4c1,48554,5d844bb5a51ea3e5d35329cd,127670,5d9255f002040fb1c46f8a67,0,2,0,5,0,1.4,friendliness_score,4,2019-09-30 15:22:24,5.0,1.0,4.0,2.0,1.0,4.0,15.0
5d9255f002040fb1c46f8a6f,rider_to_rider,5d844b45a51ea3e5d352a522,93707,5d844ad5a51ea3e5d352151a,56835,5d9255f002040fb1c46f8a67,2,0,5,0,0,1.4,punctuality_score,3,2019-09-30 15:22:24,3.0,5.0,1.0,5.0,5.0,,10.0
5d9255f002040fb1c46f8a70,rider_to_rider,5d844b45a51ea3e5d352a522,93707,5d844ab9a51ea3e5d351f4c1,48554,5d9255f002040fb1c46f8a67,0,0,0,3,0,0.6,friendliness_score,4,2019-09-30 15:22:24,3.0,5.0,1.0,5.0,5.0,,10.0
5d9255f002040fb1c46f8a71,rider_to_driver,5d844b45a51ea3e5d352a522,93707,5d844bb5a51ea3e5d35329cd,127670,5d9255f002040fb1c46f8a67,5,0,0,0,0,1.0,chatty_score,1,2019-09-30 15:22:24,3.0,5.0,1.0,5.0,5.0,3.0,10.0
5d9255f002040fb1c46f8a72,driver_to_rider,5d844bb5a51ea3e5d35329cd,127670,5d844ad5a51ea3e5d352151a,56835,5d9255f002040fb1c46f8a67,0,4,4,0,0,1.6,safety_score,2,2019-09-30 15:22:24,3.0,1.0,4.0,2.0,2.0,,25.0
5d9255f002040fb1c46f8a73,driver_to_rider,5d844bb5a51ea3e5d35329cd,127670,5d844ab9a51ea3e5d351f4c1,48554,5d9255f002040fb1c46f8a67,4,1,0,0,0,1.0,chatty_score,1,2019-09-30 15:22:24,3.0,1.0,4.0,2.0,2.0,,25.0
5d9255f002040fb1c46f8a74,driver_to_rider,5d844bb5a51ea3e5d35329cd,127670,5d844b45a51ea3e5d352a522,93707,5d9255f002040fb1c46f8a67,0,0,0,3,0,0.6,friendliness_score,4,2019-09-30 15:22:24,3.0,1.0,4.0,2.0,2.0,,25.0
5d92560e2f0fc84926f97119,rider_to_rider,5d844ae6a51ea3e5d3522c93,62844,5d844a59a51ea3e5d35173ae,15511,5d92560e2f0fc84926f97117,0,0,4,0,0,0.8,punctuality_score,3,2019-09-30 15:22:54,1.0,2.0,4.0,4.0,3.0,,10.0
5d92560e2f0fc84926f9711a,rider_to_rider,5d844ae6a51ea3e5d3522c93,62844,5d844ae0a51ea3e5d35224c5,60846,5d92560e2f0fc84926f97117,4,0,0,0,0,0.8,chatty_score,1,2019-09-30 15:22:54,1.0,2.0,4.0,4.0,3.0,,10.0
5d92560e2f0fc84926f9711b,rider_to_driver,5d844ae6a51ea3e5d3522c93,62844,5d844b5ea51ea3e5d352c33f,101416,5d92560e2f0fc84926f97117,0,0,2,0,0,0.4,punctuality_score,3,2019-09-30 15:22:54,1.0,2.0,4.0,4.0,3.0,2.0,10.0
5d92560e2f0fc84926f9711c,rider_to_rider,5d844a59a51ea3e5d35173ae,15511,5d844ae6a51ea3e5d3522c93,62844,5d92560e2f0fc84926f97117,2,4,0,2,0,1.6,safety_score,2,2019-09-30 15:22:54,2.0,3.0,5.0,2.0,4.0,,15.0
5d92560e2f0fc84926f9711d,rider_to_rider,5d844a59a51ea3e5d35173ae,15511,5d844ae0a51ea3e5d35224c5,60846,5d92560e2f0fc84926f97117,5,5,0,0,0,2.0,chatty_score,1,2019-09-30 15:22:54,2.0,3.0,5.0,2.0,4.0,,15.0
5d92560e2f0fc84926f9711e,rider_to_driver,5d844a59a51ea3e5d35173ae,15511,5d844b5ea51ea3e5d352c33f,101416,5d92560e2f0fc84926f97117,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:22:54,2.0,3.0,5.0,2.0,4.0,2.0,15.0
5d92560e2f0fc84926f9711f,rider_to_rider,5d844ae0a51ea3e5d35224c5,60846,5d844ae6a51ea3e5d3522c93,62844,5d92560e2f0fc84926f97117,0,0,5,4,0,1.8,punctuality_score,3,2019-09-30 15:22:54,1.0,3.0,4.0,4.0,4.0,,15.0
5d92560e2f0fc84926f97120,rider_to_rider,5d844ae0a51ea3e5d35224c5,60846,5d844a59a51ea3e5d35173ae,15511,5d92560e2f0fc84926f97117,5,3,0,0,0,1.6,chatty_score,1,2019-09-30 15:22:54,1.0,3.0,4.0,4.0,4.0,,15.0
5d92560e2f0fc84926f97121,rider_to_driver,5d844ae0a51ea3e5d35224c5,60846,5d844b5ea51ea3e5d352c33f,101416,5d92560e2f0fc84926f97117,4,2,0,2,0,1.6,chatty_score,1,2019-09-30 15:22:54,1.0,3.0,4.0,4.0,4.0,4.0,15.0
5d92560e2f0fc84926f97122,driver_to_rider,5d844b5ea51ea3e5d352c33f,101416,5d844ae6a51ea3e5d3522c93,62844,5d92560e2f0fc84926f97117,3,0,4,0,0,1.4,punctuality_score,3,2019-09-30 15:22:54,1.0,5.0,2.0,2.0,5.0,,20.0
5d92560e2f0fc84926f97123,driver_to_rider,5d844b5ea51ea3e5d352c33f,101416,5d844a59a51ea3e5d35173ae,15511,5d92560e2f0fc84926f97117,4,5,0,0,5,2.8,safety_score,2,2019-09-30 15:22:54,1.0,5.0,2.0,2.0,5.0,,20.0
5d92560e2f0fc84926f97124,driver_to_rider,5d844b5ea51ea3e5d352c33f,101416,5d844ae0a51ea3e5d35224c5,60846,5d92560e2f0fc84926f97117,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:22:54,1.0,5.0,2.0,2.0,5.0,,20.0
5d92563502040fb1c46f8a77,rider_to_rider,5d844a94a51ea3e5d351c975,37470,5d844a38a51ea3e5d3513fd0,2233,5d92563502040fb1c46f8a75,3,0,4,0,0,1.4,punctuality_score,3,2019-09-30 15:23:33,5.0,5.0,3.0,3.0,4.0,,15.0
5d92563502040fb1c46f8a78,rider_to_rider,5d844a94a51ea3e5d351c975,37470,5d844b3ea51ea3e5d3529c8c,91509,5d92563502040fb1c46f8a75,1,0,3,0,3,1.4,punctuality_score,3,2019-09-30 15:23:33,5.0,5.0,3.0,3.0,4.0,,15.0
5d92563502040fb1c46f8a79,rider_to_driver,5d844a94a51ea3e5d351c975,37470,5d844ba9a51ea3e5d3531c0b,124148,5d92563502040fb1c46f8a75,5,0,0,5,0,2.0,chatty_score,1,2019-09-30 15:23:33,5.0,5.0,3.0,3.0,4.0,4.0,15.0
5d92563502040fb1c46f8a7a,rider_to_rider,5d844a38a51ea3e5d3513fd0,2233,5d844a94a51ea3e5d351c975,37470,5d92563502040fb1c46f8a75,0,0,3,1,0,0.8,punctuality_score,3,2019-09-30 15:23:33,4.0,2.0,3.0,3.0,4.0,,25.0
5d92563502040fb1c46f8a7b,rider_to_rider,5d844a38a51ea3e5d3513fd0,2233,5d844b3ea51ea3e5d3529c8c,91509,5d92563502040fb1c46f8a75,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:23:33,4.0,2.0,3.0,3.0,4.0,,25.0
5d92563502040fb1c46f8a7c,rider_to_driver,5d844a38a51ea3e5d3513fd0,2233,5d844ba9a51ea3e5d3531c0b,124148,5d92563502040fb1c46f8a75,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:23:33,4.0,2.0,3.0,3.0,4.0,2.0,25.0
5d92563502040fb1c46f8a7d,rider_to_rider,5d844b3ea51ea3e5d3529c8c,91509,5d844a94a51ea3e5d351c975,37470,5d92563502040fb1c46f8a75,1,0,0,1,0,0.4,chatty_score,1,2019-09-30 15:23:33,4.0,3.0,2.0,3.0,4.0,,20.0
5d92563502040fb1c46f8a7e,rider_to_rider,5d844b3ea51ea3e5d3529c8c,91509,5d844a38a51ea3e5d3513fd0,2233,5d92563502040fb1c46f8a75,5,2,0,0,0,1.4,chatty_score,1,2019-09-30 15:23:33,4.0,3.0,2.0,3.0,4.0,,20.0
5d92563502040fb1c46f8a7f,rider_to_driver,5d844b3ea51ea3e5d3529c8c,91509,5d844ba9a51ea3e5d3531c0b,124148,5d92563502040fb1c46f8a75,0,0,4,0,1,1.0,punctuality_score,3,2019-09-30 15:23:33,4.0,3.0,2.0,3.0,4.0,4.0,20.0
5d92563502040fb1c46f8a80,driver_to_rider,5d844ba9a51ea3e5d3531c0b,124148,5d844a94a51ea3e5d351c975,37470,5d92563502040fb1c46f8a75,0,0,5,0,1,1.2,punctuality_score,3,2019-09-30 15:23:33,1.0,1.0,5.0,5.0,1.0,,15.0
5d92563502040fb1c46f8a81,driver_to_rider,5d844ba9a51ea3e5d3531c0b,124148,5d844a38a51ea3e5d3513fd0,2233,5d92563502040fb1c46f8a75,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:23:33,1.0,1.0,5.0,5.0,1.0,,15.0
5d92563502040fb1c46f8a82,driver_to_rider,5d844ba9a51ea3e5d3531c0b,124148,5d844b3ea51ea3e5d3529c8c,91509,5d92563502040fb1c46f8a75,0,0,2,0,3,1.0,comfortibility_score,5,2019-09-30 15:23:33,1.0,1.0,5.0,5.0,1.0,,15.0
5d92564302040fb1c46f8a85,rider_to_rider,5d844a95a51ea3e5d351cb57,37952,5d844a49a51ea3e5d3515af7,9184,5d92564302040fb1c46f8a83,0,0,0,5,0,1.0,friendliness_score,4,2019-09-30 15:23:47,1.0,1.0,1.0,1.0,4.0,,15.0
5d92564302040fb1c46f8a86,rider_to_driver,5d844a95a51ea3e5d351cb57,37952,5d844b99a51ea3e5d3530926,119311,5d92564302040fb1c46f8a83,0,2,3,0,0,1.0,punctuality_score,3,2019-09-30 15:23:47,1.0,1.0,1.0,1.0,4.0,4.0,15.0
5d92564302040fb1c46f8a87,rider_to_rider,5d844a49a51ea3e5d3515af7,9184,5d844a95a51ea3e5d351cb57,37952,5d92564302040fb1c46f8a83,0,4,0,0,1,1.0,safety_score,2,2019-09-30 15:23:47,4.0,1.0,3.0,4.0,5.0,,20.0
5d92564302040fb1c46f8a88,rider_to_driver,5d844a49a51ea3e5d3515af7,9184,5d844b99a51ea3e5d3530926,119311,5d92564302040fb1c46f8a83,0,5,0,5,5,3.0,safety_score,2,2019-09-30 15:23:47,4.0,1.0,3.0,4.0,5.0,3.0,20.0
5d92564302040fb1c46f8a89,driver_to_rider,5d844b99a51ea3e5d3530926,119311,5d844a95a51ea3e5d351cb57,37952,5d92564302040fb1c46f8a83,0,0,0,0,5,1.0,comfortibility_score,5,2019-09-30 15:23:47,2.0,5.0,2.0,1.0,2.0,,30.0
5d92564302040fb1c46f8a8a,driver_to_rider,5d844b99a51ea3e5d3530926,119311,5d844a49a51ea3e5d3515af7,9184,5d92564302040fb1c46f8a83,0,0,3,0,0,0.6,punctuality_score,3,2019-09-30 15:23:47,2.0,5.0,2.0,1.0,2.0,,30.0
5d9256532f0fc84926f97127,rider_to_rider,5d844b1da51ea3e5d3527131,80410,5d844b3ba51ea3e5d3529827,90384,5d9256532f0fc84926f97125,0,0,0,1,0,0.2,friendliness_score,4,2019-09-30 15:24:03,4.0,5.0,3.0,4.0,5.0,,10.0
5d9256532f0fc84926f97128,rider_to_rider,5d844b1da51ea3e5d3527131,80410,5d844a4da51ea3e5d35160f1,10714,5d9256532f0fc84926f97125,0,0,1,0,1,0.4,punctuality_score,3,2019-09-30 15:24:03,4.0,5.0,3.0,4.0,5.0,,10.0
5d9256532f0fc84926f97129,rider_to_driver,5d844b1da51ea3e5d3527131,80410,5d844b72a51ea3e5d352da5a,107331,5d9256532f0fc84926f97125,0,0,0,0,4,0.8,comfortibility_score,5,2019-09-30 15:24:03,4.0,5.0,3.0,4.0,5.0,3.0,10.0
5d9256532f0fc84926f9712a,rider_to_rider,5d844b3ba51ea3e5d3529827,90384,5d844b1da51ea3e5d3527131,80410,5d9256532f0fc84926f97125,4,0,0,5,0,1.8,friendliness_score,4,2019-09-30 15:24:03,3.0,5.0,4.0,2.0,4.0,,10.0
5d9256532f0fc84926f9712b,rider_to_rider,5d844b3ba51ea3e5d3529827,90384,5d844a4da51ea3e5d35160f1,10714,5d9256532f0fc84926f97125,0,4,0,5,0,1.8,friendliness_score,4,2019-09-30 15:24:03,3.0,5.0,4.0,2.0,4.0,,10.0
5d9256532f0fc84926f9712c,rider_to_driver,5d844b3ba51ea3e5d3529827,90384,5d844b72a51ea3e5d352da5a,107331,5d9256532f0fc84926f97125,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:24:03,3.0,5.0,4.0,2.0,4.0,3.0,10.0
5d9256532f0fc84926f9712d,rider_to_rider,5d844a4da51ea3e5d35160f1,10714,5d844b1da51ea3e5d3527131,80410,5d9256532f0fc84926f97125,0,0,0,4,1,1.0,friendliness_score,4,2019-09-30 15:24:03,3.0,5.0,3.0,1.0,5.0,,10.0
5d9256532f0fc84926f9712e,rider_to_rider,5d844a4da51ea3e5d35160f1,10714,5d844b3ba51ea3e5d3529827,90384,5d9256532f0fc84926f97125,4,0,0,0,0,0.8,chatty_score,1,2019-09-30 15:24:03,3.0,5.0,3.0,1.0,5.0,,10.0
5d9256532f0fc84926f9712f,rider_to_driver,5d844a4da51ea3e5d35160f1,10714,5d844b72a51ea3e5d352da5a,107331,5d9256532f0fc84926f97125,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:24:03,3.0,5.0,3.0,1.0,5.0,4.0,10.0
5d9256532f0fc84926f97130,driver_to_rider,5d844b72a51ea3e5d352da5a,107331,5d844b1da51ea3e5d3527131,80410,5d9256532f0fc84926f97125,0,0,0,4,0,0.8,friendliness_score,4,2019-09-30 15:24:03,5.0,3.0,1.0,2.0,3.0,,10.0
5d9256532f0fc84926f97131,driver_to_rider,5d844b72a51ea3e5d352da5a,107331,5d844b3ba51ea3e5d3529827,90384,5d9256532f0fc84926f97125,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:24:03,5.0,3.0,1.0,2.0,3.0,,10.0
5d9256532f0fc84926f97132,driver_to_rider,5d844b72a51ea3e5d352da5a,107331,5d844a4da51ea3e5d35160f1,10714,5d9256532f0fc84926f97125,0,0,0,1,0,0.2,friendliness_score,4,2019-09-30 15:24:03,5.0,3.0,1.0,2.0,3.0,,10.0
5d92565402040fb1c46f8a8d,rider_to_rider,5d844b1ca51ea3e5d3526f9f,80008,5d844a5da51ea3e5d3517ad9,17346,5d92565402040fb1c46f8a8b,0,2,0,2,0,0.8,safety_score,2,2019-09-30 15:24:04,3.0,3.0,5.0,1.0,2.0,,15.0
5d92565402040fb1c46f8a8e,rider_to_driver,5d844b1ca51ea3e5d3526f9f,80008,5d844b82a51ea3e5d352eecf,112568,5d92565402040fb1c46f8a8b,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:24:04,3.0,3.0,5.0,1.0,2.0,4.0,15.0
5d92565402040fb1c46f8a8f,rider_to_rider,5d844a5da51ea3e5d3517ad9,17346,5d844b1ca51ea3e5d3526f9f,80008,5d92565402040fb1c46f8a8b,0,1,0,0,0,0.2,safety_score,2,2019-09-30 15:24:04,2.0,2.0,4.0,4.0,3.0,,20.0
5d92565402040fb1c46f8a90,rider_to_driver,5d844a5da51ea3e5d3517ad9,17346,5d844b82a51ea3e5d352eecf,112568,5d92565402040fb1c46f8a8b,0,2,0,0,0,0.4,safety_score,2,2019-09-30 15:24:04,2.0,2.0,4.0,4.0,3.0,4.0,20.0
5d92565402040fb1c46f8a91,driver_to_rider,5d844b82a51ea3e5d352eecf,112568,5d844b1ca51ea3e5d3526f9f,80008,5d92565402040fb1c46f8a8b,0,0,0,0,5,1.0,comfortibility_score,5,2019-09-30 15:24:04,4.0,3.0,5.0,4.0,1.0,,20.0
5d92565402040fb1c46f8a92,driver_to_rider,5d844b82a51ea3e5d352eecf,112568,5d844a5da51ea3e5d3517ad9,17346,5d92565402040fb1c46f8a8b,0,0,0,0,0,0.0,chatty_score,1,2019-09-30 15:24:04,4.0,3.0,5.0,4.0,1.0,,20.0
5d92565f2f0fc84926f97135,rider_to_rider,5d844b42a51ea3e5d352a13d,92710,5d844a3ca51ea3e5d351464d,3894,5d92565f2f0fc84926f97133,0,0,1,3,4,1.6,comfortibility_score,5,2019-09-30 15:24:15,3.0,3.0,2.0,1.0,1.0,,10.0
5d92565f2f0fc84926f97136,rider_to_driver,5d844b42a51ea3e5d352a13d,92710,5d844b68a51ea3e5d352cde3,104140,5d92565f2f0fc84926f97133,2,0,3,4,0,1.8,friendliness_score,4,2019-09-30 15:24:15,3.0,3.0,2.0,1.0,1.0,4.0,10.0
5d92565f2f0fc84926f97137,rider_to_rider,5d844a3ca51ea3e5d351464d,3894,5d844b42a51ea3e5d352a13d,92710,5d92565f2f0fc84926f97133,4,0,0,0,0,0.8,chatty_score,1,2019-09-30 15:24:15,4.0,3.0,3.0,2.0,4.0,,25.0
5d92565f2f0fc84926f97138,rider_to_driver,5d844a3ca51ea3e5d351464d,3894,5d844b68a51ea3e5d352cde3,104140,5d92565f2f0fc84926f97133,0,0,5,0,0,1.0,punctuality_score,3,2019-09-30 15:24:15,4.0,3.0,3.0,2.0,4.0,4.0,25.0
5d92565f2f0fc84926f97139,driver_to_rider,5d844b68a51ea3e5d352cde3,104140,5d844b42a51ea3e5d352a13d,92710,5d92565f2f0fc84926f97133,0,4,4,2,0,2.0,safety_score,2,2019-09-30 15:24:15,5.0,5.0,4.0,3.0,5.0,,15.0
