_id,max_variance,UTT,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,giving_feedback_classifier_int
5dce10b621697e035c3c6fe5,8.0,15,1,4,2,5,3,1
5dce10b621697e035c3c6fe6,8.0,20,5,2,1,5,2,2
5dce10b621697e035c3c6fe7,12.5,15,1,5,3,4,2,2
5dce10b621697e035c3c6fe8,1.33,15,4,1,1,1,1,4
5dce10b621697e035c3c6fe9,1.0,25,4,2,2,2,4,5
5dce10b621697e035c3c6fea,8.33,15,4,1,2,1,5,3
5dce10b621697e035c3c6feb,6.0,10,1,5,2,1,4,2
5dce10b621697e035c3c6fec,8.0,15,2,2,4,5,4,4
5dce10b621697e035c3c6fed,0.5,30,4,3,4,5,3,2
5dce10b621697e035c3c6fee,12.5,10,5,3,4,1,5,5
5dce10b621697e035c3c6fef,1.33,15,4,4,3,5,5,2
5dce10b621697e035c3c6ff0,6.33,30,3,3,4,5,1,4
5dce10b621697e035c3c6ff1,4.0,30,5,3,2,5,5,5
5dce10b621697e035c3c6ff2,6.17,25,3,4,2,4,4,3
5dce10b621697e035c3c6ff3,8.0,15,4,1,3,3,1,4
5dce10b621697e035c3c6ff4,12.5,15,5,4,5,5,3,3
5dce10b621697e035c3c6ff5,3.87,30,3,3,2,5,5,1
5dce10b621697e035c3c6ff6,12.5,15,1,2,5,1,3,1
5dce10b621697e035c3c6ff7,0.1,25,2,4,5,2,2,1
5dce10b621697e035c3c6ff8,4.17,30,3,3,1,5,1,4
5dce10b621697e035c3c6ff9,5.33,15,4,2,3,4,1,3
5dce10b621697e035c3c6ffa,0.1,10,3,1,1,3,2,1
5dce10b621697e035c3c6ffb,6.33,15,5,5,4,4,4,3
5dce10b621697e035c3c6ffc,3.0,25,5,4,4,5,1,2
5dce10b621697e035c3c6ffd,0.1,15,1,4,3,4,2,1
5dce10b621697e035c3c6ffe,12.5,20,4,5,4,5,3,3
5dce10b621697e035c3c6fff,4.21,10,5,3,5,1,1,3
5dce10b621697e035c3c7000,8.33,15,2,5,4,4,1,2
5dce10b621697e035c3c7001,7.0,10,1,4,4,3,2,2
5dce10b621697e035c3c7002,5.33,25,5,5,1,2,1,2
5dce10b621697e035c3c7003,7.0,20,4,3,5,4,1,2
5dce10b621697e035c3c7004,8.33,15,2,1,4,2,5,1
5dce10b621697e035c3c7005,8.33,25,2,3,1,1,4,1
5dce10b621697e035c3c7006,8.33,25,3,5,3,1,5,4
5dce10b621697e035c3c7007,2.86,30,5,5,2,5,4,5
5dce10b621697e035c3c7008,8.33,15,3,2,1,4,5,1
5dce10b621697e035c3c7009,4.0,10,2,1,2,4,4,4
5dce10b621697e035c3c700a,8.33,20,1,3,2,4,5,3
5dce10b621697e035c3c700b,5.47,20,4,1,5,2,4,2
5dce10b621697e035c3c700c,6.33,15,2,4,2,2,4,4
5dce10b621697e035c3c700d,8.33,15,3,5,2,1,1,2
5dce10b621697e035c3c700e,5.33,10,5,5,1,5,3,1
5dce10b621697e035c3c700f,3.0,25,2,1,5,4,5,2
5dce10b621697e035c3c7010,6.33,15,1,2,1,1,2,4
5dce10b621697e035c3c7011,0.33,25,1,4,1,2,2,1
5dce10b621697e035c3c7012,6.33,10,3,5,5,3,2,4
5dce10b621697e035c3c7013,8.33,15,2,2,4,2,2,3
5dce10b621697e035c3c7014,6.33,15,1,4,3,2,1,5
5dce10b621697e035c3c7015,8.33,30,4,5,4,2,4,4
5dce10b621697e035c3c7016,5.33,25,3,5,4,3,4,2
5dce10b621697e035c3c7017,8.33,10,3,5,3,5,4,4
5dce10b621697e035c3c7018,2.0,15,5,2,5,1,2,3
5dce10b621697e035c3c7019,0.5,10,5,2,3,5,1,1
5dce10b621697e035c3c701a,6.92,30,2,3,2,5,1,2
5dce10b621697e035c3c701b,5.33,15,2,2,4,3,4,5
5dce10b621697e035c3c701c,8.33,25,5,2,5,3,5,1
5dce10b621697e035c3c701d,1.33,30,3,5,4,1,5,3
5dce10b621697e035c3c701e,3.25,15,4,1,5,3,1,3
5dce10b621697e035c3c701f,8.33,15,5,2,4,5,5,2
5dce10b621697e035c3c7020,7.0,15,5,2,5,2,3,2
5dce10b621697e035c3c7021,8.33,25,5,1,3,5,3,1
5dce10b621697e035c3c7022,3.0,10,1,4,2,1,1,5
5dce10b621697e035c3c7023,2.0,15,2,3,1,1,3,3
5dce10b621697e035c3c7024,12.5,10,2,4,2,3,3,5
5dce10b621697e035c3c7025,5.58,15,2,5,4,2,1,5
5dce10b621697e035c3c7026,12.5,15,5,3,1,2,4,1
5dce10b621697e035c3c7027,8.0,15,5,3,2,2,4,3
5dce10b621697e035c3c7028,6.25,25,3,5,3,4,3,2
5dce10b621697e035c3c7029,12.5,15,3,1,1,1,4,3
5dce10b621697e035c3c702a,12.5,20,4,1,4,3,5,3
5dce10b621697e035c3c702b,6.25,25,4,5,1,4,3,3
5dce10b621697e035c3c702c,12.5,15,2,2,3,3,1,2
5dce10b621697e035c3c702d,12.5,30,3,4,5,1,4,3
5dce10b621697e035c3c702e,12.5,10,5,3,4,3,2,1
5dce10b621697e035c3c702f,12.5,15,4,4,4,1,5,2
5dce10b621697e035c3c7030,12.5,20,2,2,3,1,4,3
5dce10b621697e035c3c7031,8.0,30,5,2,1,4,4,2
5dce10b621697e035c3c7032,5.33,15,4,4,2,5,1,3
5dce10b621697e035c3c7033,6.33,25,3,1,4,5,2,4
5dce10b621697e035c3c7034,5.33,20,5,3,5,5,1,5
5dce10b621697e035c3c7035,5.33,30,2,1,3,3,5,1
5dce10b621697e035c3c7036,3.0,15,3,1,2,3,1,5
5dce10b621697e035c3c7037,8.33,20,5,4,3,3,3,3
5dce10b621697e035c3c7038,8.33,25,4,2,3,3,2,1
5dce10b621697e035c3c7039,3.87,30,1,4,5,5,2,3
5dce10b621697e035c3c703a,8.33,15,2,5,4,1,1,2
5dce10b621697e035c3c703b,5.33,15,1,5,1,3,2,2
5dce10b621697e035c3c703c,8.33,30,3,5,3,2,2,3
5dce10b621697e035c3c703d,5.33,25,3,5,1,3,1,4
5dce10b621697e035c3c703e,8.33,15,1,4,2,4,2,1
5dce10b621697e035c3c703f,8.33,10,3,4,4,3,4,1
5dce10b621697e035c3c7040,6.33,25,4,5,1,3,4,4
5dce10b621697e035c3c7041,4.14,15,1,4,1,3,2,4
5dce10b621697e035c3c7042,4.5,15,4,2,2,1,4,5
5dce10b621697e035c3c7043,12.5,20,4,2,3,2,2,5
5dce10b621697e035c3c7044,6.0,10,4,5,4,4,3,3
5dce10b621697e035c3c7045,8.33,15,1,5,5,5,3,5
5dce10b621697e035c3c7046,5.33,30,3,5,5,1,2,3
5dce10b621697e035c3c7047,3.0,20,4,3,2,1,1,2
5dce10b621697e035c3c7048,5.03,15,4,3,3,5,1,1
5dce10b621697e035c3c7049,4.5,15,5,2,2,5,3,1
5dce10b621697e035c3c704a,4.5,30,5,5,1,2,2,1
5dce10b621697e035c3c704b,4.5,30,5,1,3,1,1,3
5dce10b621697e035c3c704c,2.0,15,1,2,2,1,5,1
5dce10b621697e035c3c704d,12.5,15,1,5,1,4,5,2
5dce10b621697e035c3c704e,5.33,10,5,4,4,1,3,5
5dce10b621697e035c3c704f,12.5,15,1,5,1,1,4,1
5dce10b621697e035c3c7050,12.5,25,3,4,1,3,4,1
5dce10b621697e035c3c7051,4.5,15,1,4,5,1,2,1
5dce10b621697e035c3c7052,12.5,15,3,1,5,3,5,1
5dce10b621697e035c3c7053,4.5,25,1,5,5,4,5,3
5dce10b621697e035c3c7054,2.5,25,1,3,2,3,3,5
5dce10b621697e035c3c7055,12.5,15,4,3,3,2,4,4
5dce10b621697e035c3c7056,8.0,25,5,5,4,2,2,1
5dce10b621697e035c3c7057,12.5,10,4,4,3,5,4,3
5dce10b621697e035c3c7058,12.5,15,5,4,1,4,4,1
5dce10b621697e035c3c7059,8.0,15,5,4,5,2,2,5
5dce10b621697e035c3c705a,2.25,20,1,2,4,3,5,3
5dce10b621697e035c3c705b,8.33,15,4,5,5,2,1,1
5dce10b621697e035c3c705c,2.33,15,4,4,4,1,4,3
5dce10b621697e035c3c705d,5.33,20,3,3,1,1,5,5
5dce10b621697e035c3c705e,4.75,10,3,4,4,4,1,2
5dce10b621697e035c3c705f,8.0,15,4,2,5,4,2,1
5dce10b621697e035c3c7060,4.5,10,1,1,5,2,1,2
5dce10b621697e035c3c7061,8.0,20,2,5,4,4,1,3
5dce10b621697e035c3c7062,5.33,15,2,5,5,1,1,1
5dce10b621697e035c3c7063,8.33,25,4,5,2,5,1,3
5dce10b621697e035c3c7064,8.33,15,2,4,2,2,1,2
5dce10b621697e035c3c7065,4.0,25,3,5,3,1,1,5
5dce10b621697e035c3c7066,3.0,15,1,1,1,3,4,3
5dce10b621697e035c3c7067,4.33,30,4,2,5,1,5,1
5dce10b621697e035c3c7068,1.33,30,4,4,3,5,4,2
5dce10b621697e035c3c7069,4.12,20,5,4,3,4,1,5
5dce10b621697e035c3c706a,4.0,15,2,2,5,4,1,4
5dce10b621697e035c3c706b,8.33,25,4,1,5,5,3,2
5dce10b621697e035c3c706c,4.33,15,2,5,4,5,2,3
5dce10b621697e035c3c706d,8.33,30,2,1,2,3,1,3
5dce10b621697e035c3c706e,12.5,15,3,1,1,4,1,4
5dce10b621697e035c3c706f,4.5,15,4,1,1,4,2,5
5dce10b621697e035c3c7070,4.0,10,2,1,5,5,1,4
5dce10b621697e035c3c7071,5.33,15,1,1,1,1,4,2
5dce10b621697e035c3c7072,7.0,25,1,1,1,1,2,3
5dce10b621697e035c3c7073,4.33,30,5,3,5,2,5,3
5dce10b621697e035c3c7074,2.33,25,3,5,2,1,2,2
5dce10b621697e035c3c7075,5.33,15,1,4,2,1,5,1
5dce10b621697e035c3c7076,6.33,10,1,2,3,3,4,2
5dce10b621697e035c3c7077,5.33,15,1,1,3,3,5,5
5dce10b621697e035c3c7078,6.67,10,2,3,2,1,3,4
5dce10b621697e035c3c7079,2.33,15,2,2,3,2,5,3
5dce10b621697e035c3c707a,5.33,10,2,1,1,3,5,1
5dce10b621697e035c3c707b,4.33,20,2,1,4,2,5,4
5dce10b621697e035c3c707c,4.0,20,5,3,1,5,1,3
5dce10b621697e035c3c707d,12.5,15,4,3,3,3,4,1
5dce10b621697e035c3c707e,8.0,20,5,1,3,5,1,2
5dce10b621697e035c3c707f,3.47,30,3,4,2,3,2,4
5dce10b621697e035c3c7080,8.0,15,1,4,5,5,5,1
5dce10b621697e035c3c7081,12.5,30,4,5,3,4,3,3
5dce10b621697e035c3c7082,5.77,15,2,4,4,2,2,5
5dce10b621697e035c3c7083,12.5,15,4,1,3,1,5,3
5dce10b621697e035c3c7084,12.5,15,2,3,3,3,5,5
5dce10b621697e035c3c7085,2.57,30,2,3,2,3,5,2
5dce10b621697e035c3c7086,6.33,15,5,5,4,1,4,2
5dce10b721697e035c3c7087,4.0,15,5,3,1,4,5,5
5dce10b721697e035c3c7088,6.33,30,5,1,4,3,3,1
5dce10b721697e035c3c7089,8.33,30,1,3,2,3,1,3
5dce10b721697e035c3c708a,8.0,15,4,2,4,2,1,2
5dce10b721697e035c3c708b,4.5,30,5,4,3,1,1,2
5dce10b721697e035c3c708c,6.92,25,5,5,5,3,5,1
5dce10b721697e035c3c708d,2.0,15,1,2,3,4,1,5
5dce10b721697e035c3c708e,12.5,25,2,5,2,5,4,1
5dce10b721697e035c3c708f,4.5,15,3,1,3,1,4,4
5dce10b721697e035c3c7090,0.5,15,4,3,5,2,2,1
5dce10b721697e035c3c7091,12.5,20,2,2,4,3,1,1
5dce10b721697e035c3c7092,8.0,15,4,3,2,4,5,5
5dce10b721697e035c3c7093,6.33,15,3,5,5,2,5,4
5dce10b721697e035c3c7094,8.33,20,2,4,4,3,1,2
5dce10b721697e035c3c7095,3.0,30,4,5,3,1,1,1
5dce10b721697e035c3c7096,4.33,25,4,3,4,5,1,3
5dce10b721697e035c3c7097,7.0,15,2,4,2,2,2,3
5dce10b721697e035c3c7098,5.33,20,2,5,1,3,3,5
5dce10b721697e035c3c7099,4.5,15,1,1,1,1,4,1
5dce10b721697e035c3c709a,12.5,15,2,3,2,3,4,1
5dce10b721697e035c3c709b,7.0,15,5,3,4,4,1,1
5dce10b721697e035c3c709c,3.5,20,3,3,2,2,5,1
5dce10b721697e035c3c709d,8.0,30,1,4,1,5,5,2
5dce10b721697e035c3c709e,4.5,15,1,3,2,5,2,1
5dce10b721697e035c3c709f,4.5,15,4,1,2,5,5,2
5dce10b721697e035c3c70a0,3.67,20,1,4,2,2,3,5
5dce10b721697e035c3c70a1,4.5,15,2,1,1,5,5,2
5dce10b721697e035c3c70a2,8.0,30,1,2,3,4,1,2
5dce10b721697e035c3c70a3,2.49,15,1,2,5,4,5,3
5dce10b721697e035c3c70a4,7.0,15,1,2,1,1,1,5
5dce10b721697e035c3c70a5,7.0,15,2,4,1,3,4,2
5dce10b721697e035c3c70a6,5.33,25,4,5,3,3,1,2
5dce10b721697e035c3c70a7,3.83,20,2,2,2,5,1,1
5dce10b721697e035c3c70a8,5.33,15,3,1,3,4,4,3
5dce10b721697e035c3c70a9,6.33,30,3,3,3,5,1,5
5dce10b721697e035c3c70aa,7.0,30,4,3,1,4,4,1
5dce10b721697e035c3c70ab,4.27,15,2,5,2,4,1,4
5dce10b721697e035c3c70ac,6.33,15,3,2,2,2,5,1
5dce10b721697e035c3c70ad,5.33,10,2,3,2,2,5,3
5dce10b721697e035c3c70ae,6.33,20,3,2,2,2,5,2
5dce10b721697e035c3c70af,5.33,30,2,2,4,1,2,2
5dce10b721697e035c3c70b0,8.0,15,4,3,3,1,3,4
5dce10b721697e035c3c70b1,12.5,30,4,3,4,3,4,4
5dce10b721697e035c3c70b2,6.25,25,4,2,3,1,4,3
5dce10b721697e035c3c70b3,2.0,15,5,3,4,3,1,4
5dce10b721697e035c3c70b4,12.5,20,5,2,1,3,2,5
5dce10b721697e035c3c70b5,8.0,10,2,4,4,4,2,2
5dce10b721697e035c3c70b6,8.33,15,3,1,4,2,5,5
5dce10b721697e035c3c70b7,8.33,25,3,2,1,5,5,4
5dce10b721697e035c3c70b8,8.33,15,4,3,4,2,3,2
5dce10b721697e035c3c70b9,4.81,20,2,4,4,5,2,5
5dce10b721697e035c3c70ba,3.0,15,2,3,2,4,2,2
5dce10b721697e035c3c70bb,6.33,20,2,2,2,3,2,5
5dce10b721697e035c3c70bc,4.33,10,1,2,4,3,4,2
5dce10b721697e035c3c70bd,5.33,30,5,1,3,2,2,1
5dce10b721697e035c3c70be,8.0,15,2,2,1,2,2,2
5dce10b721697e035c3c70bf,4.5,15,5,3,5,5,1,1
5dce10b721697e035c3c70c0,12.5,10,3,4,5,4,3,3
5dce10b721697e035c3c70c1,12.5,15,2,4,3,1,1,1
5dce10b721697e035c3c70c2,0.1,15,1,4,2,4,1,1
5dce10b721697e035c3c70c3,6.25,15,1,3,4,5,2,2
5dce10b721697e035c3c70c4,7.0,15,4,1,4,4,4,3
5dce10b721697e035c3c70c5,8.33,10,5,1,2,3,1,1
5dce10b721697e035c3c70c6,7.0,20,3,1,4,5,1,3
5dce10b721697e035c3c70c7,4.33,30,3,1,3,5,2,5
5dce10b721697e035c3c70c8,6.33,15,1,3,2,4,3,1
5dce10b721697e035c3c70c9,1.0,30,2,2,3,5,5,3
5dce10b721697e035c3c70ca,7.0,25,1,5,3,4,2,1
5dce10b721697e035c3c70cb,3.9,15,2,5,2,4,1,1
5dce10b721697e035c3c70cc,12.5,15,3,1,5,4,1,2
5dce10b721697e035c3c70cd,2.0,30,2,1,4,2,2,1
5dce10b721697e035c3c70ce,4.0,30,2,2,2,4,3,3
5dce10b721697e035c3c70cf,12.5,15,3,3,5,2,5,1
5dce10b721697e035c3c70d0,12.5,25,2,2,5,5,5,2
5dce10b721697e035c3c70d1,8.0,30,2,3,3,2,3,2
5dce10b721697e035c3c70d2,12.5,15,2,2,4,4,5,4
5dce10b721697e035c3c70d3,8.0,15,2,3,1,1,4,5
5dce10b721697e035c3c70d4,8.33,20,1,2,1,2,2,2
5dce10b721697e035c3c70d5,6.33,15,1,1,5,1,3,4
5dce10b721697e035c3c70d6,5.33,30,2,1,4,1,2,1
5dce10b721697e035c3c70d7,6.33,20,2,3,5,3,4,2
5dce10b721697e035c3c70d8,5.5,10,3,5,1,2,5,3
5dce10b721697e035c3c70d9,5.33,15,4,5,5,5,1,2
5dce10b721697e035c3c70da,6.33,15,1,4,1,3,1,5
5dce10b721697e035c3c70db,6.33,20,2,5,2,4,5,1
5dce10b721697e035c3c70dc,3.37,25,4,1,3,4,1,2
5dce10b721697e035c3c70dd,2.0,15,4,5,1,1,5,3
5dce10b721697e035c3c70de,12.5,15,4,5,2,1,2,2
5dce10b721697e035c3c70df,1.93,15,2,2,2,5,5,4
5dce10b721697e035c3c70e0,8.0,15,3,5,1,1,1,2
5dce10b721697e035c3c70e1,12.5,20,4,4,4,1,5,3
5dce10b721697e035c3c70e2,8.0,25,3,4,5,5,4,3
5dce10b721697e035c3c70e3,8.0,15,2,1,4,3,4,3
5dce10b721697e035c3c70e4,12.5,25,4,1,5,1,4,2
5dce10b721697e035c3c70e5,3.67,15,4,2,5,5,2,3
5dce10b721697e035c3c70e6,5.33,15,2,3,5,1,4,3
5dce10b721697e035c3c70e7,4.33,25,2,3,5,3,1,4
5dce10b721697e035c3c70e8,6.33,25,1,2,5,2,1,2
5dce10b721697e035c3c70e9,4.69,30,2,1,3,5,2,4
5dce10b721697e035c3c70ea,4.5,15,5,1,3,3,1,4
5dce10b721697e035c3c70eb,2.0,20,3,3,4,4,2,4
5dce10b721697e035c3c70ec,4.21,15,1,4,1,1,5,5
5dce10b721697e035c3c70ed,8.33,15,1,3,5,4,5,5
5dce10b721697e035c3c70ee,7.0,10,2,4,5,5,1,1
5dce10b721697e035c3c70ef,8.33,20,1,4,3,5,5,4
5dce10b721697e035c3c70f0,3.54,10,3,3,1,2,5,4
5dce10b721697e035c3c70f1,12.5,15,2,2,5,3,1,3
5dce10b721697e035c3c70f2,4.5,30,3,2,5,4,4,1
5dce10b721697e035c3c70f3,5.77,20,2,3,4,3,4,5
5dce10b721697e035c3c70f4,8.0,15,4,2,2,1,2,2
5dce10b721697e035c3c70f5,12.5,25,4,3,2,3,1,1
5dce10b721697e035c3c70f6,4.5,20,5,3,4,4,3,3
5dce10b721697e035c3c70f7,8.33,15,3,2,1,1,4,1
5dce10b721697e035c3c70f8,8.33,15,2,2,4,2,5,2
5dce10b721697e035c3c70f9,7.0,15,4,5,2,4,5,1
5dce10b721697e035c3c70fa,7.0,15,3,5,1,5,2,3
5dce10b721697e035c3c70fb,0.5,15,1,4,5,1,4,2
5dce10b721697e035c3c70fc,12.5,15,1,3,5,1,4,2
5dce10b721697e035c3c70fd,6.92,30,4,4,1,2,5,4
5dce10b721697e035c3c70fe,12.5,15,4,3,2,3,3,1
5dce10b721697e035c3c70ff,12.5,10,3,3,2,1,2,4
5dce10b721697e035c3c7100,4.41,30,1,4,5,5,5,1
5dce10b721697e035c3c7101,8.0,15,1,1,1,1,1,4
5dce10b721697e035c3c7102,12.5,15,4,1,4,2,4,1
5dce10b721697e035c3c7103,12.5,10,3,5,4,5,1,5
5dce10b721697e035c3c7104,12.5,15,4,3,2,5,2,2
5dce10b721697e035c3c7105,4.5,15,4,3,1,4,5,3
5dce10b721697e035c3c7106,4.5,30,3,4,1,3,4,5
5dce10b721697e035c3c7107,8.0,15,1,3,2,1,4,5
5dce10b721697e035c3c7108,0.5,20,2,2,1,2,5,4
5dce10b721697e035c3c7109,6.0,20,5,4,4,3,5,4
5dce10b721697e035c3c710a,8.0,15,1,2,5,5,1,5
5dce10b721697e035c3c710b,2.0,20,1,4,4,2,3,2
5dce10b721697e035c3c710c,5.12,15,2,5,2,1,1,3
5dce10b721697e035c3c710d,12.5,15,2,4,5,2,5,1
5dce10b721697e035c3c710e,12.5,25,4,1,5,2,4,2
5dce10b721697e035c3c710f,4.0,30,1,5,2,4,2,2
5dce10b721697e035c3c7110,12.5,15,3,5,1,4,3,2
5dce10b721697e035c3c7111,0.5,25,1,3,3,5,4,4
5dce10b721697e035c3c7112,6.25,20,1,2,3,5,2,1
5dce10b721697e035c3c7113,7.0,15,1,3,4,1,5,5
5dce10b721697e035c3c7114,8.33,20,2,3,3,3,5,1
5dce10b721697e035c3c7115,8.33,10,5,4,4,2,5,2
5dce10b721697e035c3c7116,4.38,30,3,1,2,1,1,3
5dce10b721697e035c3c7117,12.5,15,1,3,4,4,5,2
5dce10b721697e035c3c7118,12.5,25,3,5,3,1,3,1
5dce10b721697e035c3c7119,6.25,15,3,1,2,4,1,5
5dce10b721697e035c3c711a,4.5,15,4,3,2,5,1,1
5dce10b721697e035c3c711b,12.5,25,3,4,3,5,5,4
5dce10b721697e035c3c711c,0.1,25,2,5,5,5,4,1
5dce10b721697e035c3c711d,8.33,15,1,3,2,3,5,3
5dce10b721697e035c3c711e,7.0,20,3,4,2,4,5,4
5dce10b721697e035c3c711f,8.33,20,3,1,4,1,3,2
5dce10b721697e035c3c7120,5.25,15,3,2,1,2,4,2
5dce10b721697e035c3c7121,12.5,15,4,2,4,5,3,4
5dce10b721697e035c3c7122,8.0,30,1,3,3,5,3,3
5dce10b721697e035c3c7123,5.5,15,2,5,3,4,1,2
5dce10b721697e035c3c7124,0.5,15,1,4,3,4,4,4
5dce10b721697e035c3c7125,4.5,20,2,5,4,1,5,2
5dce10b721697e035c3c7126,4.97,15,1,4,4,2,5,2
5dce10b721697e035c3c7127,2.0,15,5,1,5,4,5,3
5dce10b721697e035c3c7128,8.0,30,5,2,3,4,1,1
5dce10b721697e035c3c7129,12.5,25,4,1,4,3,4,2
5dce10b721697e035c3c712a,8.0,15,5,3,4,4,2,2
5dce10b721697e035c3c712b,8.0,25,5,4,1,1,5,2
5dce10b721697e035c3c712c,12.5,20,1,5,5,2,4,5
5dce10b721697e035c3c712d,8.33,15,4,3,2,4,2,5
5dce10b721697e035c3c712e,5.33,10,5,4,5,5,1,4
5dce10b721697e035c3c712f,6.33,30,5,2,5,3,4,2
5dce10b721697e035c3c7130,4.8,20,1,2,5,2,4,5
5dce10b721697e035c3c7131,8.33,15,2,1,3,5,2,2
5dce10b721697e035c3c7132,8.33,30,2,1,1,5,5,4
5dce10b721697e035c3c7133,8.33,30,1,2,5,5,1,3
5dce10b721697e035c3c7134,8.33,15,5,1,3,4,5,2
5dce10b721697e035c3c7135,8.33,15,1,1,1,5,4,5
5dce10b721697e035c3c7136,7.0,25,2,3,3,3,2,2
5dce10b721697e035c3c7137,4.33,25,2,1,3,5,3,1
5dce10b721697e035c3c7138,6.33,15,2,5,1,3,2,4
5dce10b721697e035c3c7139,8.33,15,2,5,4,3,1,3
5dce10b721697e035c3c713a,8.33,30,4,5,5,2,4,3
5dce10b721697e035c3c713b,0.33,20,5,5,1,4,4,3
5dce10b721697e035c3c713c,3.0,30,2,2,2,2,3,1
5dce10b721697e035c3c713d,3.0,15,4,5,2,5,2,5
5dce10b721697e035c3c713e,8.33,30,3,5,3,5,4,2
5dce10b721697e035c3c713f,3.0,10,4,5,3,2,2,1
5dce10b721697e035c3c7140,4.67,15,1,3,1,1,5,2
5dce10b721697e035c3c7141,5.33,15,2,2,5,4,4,1
5dce10b721697e035c3c7142,7.0,25,3,2,5,3,3,3
5dce10b721697e035c3c7143,8.33,30,4,2,5,5,3,2
5dce10b721697e035c3c7144,8.33,15,1,3,4,3,3,2
5dce10b721697e035c3c7145,8.33,15,1,2,5,5,5,5
5dce10b721697e035c3c7146,5.33,20,3,4,5,4,2,3
5dce10b721697e035c3c7147,5.33,15,4,1,3,4,5,3
5dce10b721697e035c3c7148,8.33,10,1,4,4,3,1,5
5dce10b721697e035c3c7149,12.5,15,3,2,3,5,1,1
5dce10b721697e035c3c714a,8.0,10,5,2,5,4,2,1
5dce10b721697e035c3c714b,8.0,25,5,4,1,2,1,3
5dce10b721697e035c3c714c,6.33,15,2,1,3,5,3,1
5dce10b721697e035c3c714d,1.33,15,1,2,3,4,1,4
5dce10b721697e035c3c714e,6.33,30,1,3,4,5,5,2
5dce10b721697e035c3c714f,8.33,20,1,1,5,5,2,2
5dce10b721697e035c3c7150,8.0,15,3,1,3,3,5,3
5dce10b721697e035c3c7151,4.5,20,2,4,2,1,5,4
5dce10b721697e035c3c7152,4.0,15,4,3,5,4,4,3
5dce10b721697e035c3c7153,4.5,15,3,3,5,4,3,2
5dce10b721697e035c3c7154,4.5,25,2,4,5,3,1,1
5dce10b721697e035c3c7155,6.0,10,4,4,1,1,2,3
5dce10b721697e035c3c7156,12.5,15,2,4,3,5,4,2
5dce10b721697e035c3c7157,12.5,20,1,5,5,4,4,3
5dce10b721697e035c3c7158,0.5,30,4,4,4,2,3,2
5dce10b721697e035c3c7159,8.0,15,1,1,1,5,3,4
5dce10b721697e035c3c715a,2.0,20,1,3,3,4,3,4
5dce10b721697e035c3c715b,12.5,15,3,3,4,1,1,2
5dce10b721697e035c3c715c,5.33,15,2,3,4,1,3,3
5dce10b721697e035c3c715d,8.33,30,1,1,5,2,4,3
5dce10b721697e035c3c715e,8.33,15,5,5,3,1,4,4
5dce10b721697e035c3c715f,2.64,30,4,1,4,5,4,4
5dce10b721697e035c3c7160,6.33,15,3,4,3,2,3,5
5dce10b721697e035c3c7161,8.33,15,1,5,4,2,4,4
5dce10b721697e035c3c7162,8.33,20,4,5,5,2,1,3
5dce10b721697e035c3c7163,5.33,30,4,3,5,1,4,1
5dce10b721697e035c3c7164,5.33,15,1,5,2,1,4,1
5dce10b721697e035c3c7165,6.33,30,5,4,1,2,2,5
5dce10b721697e035c3c7166,3.0,10,3,4,1,4,2,2
5dce10b721697e035c3c7167,5.33,10,5,2,5,3,4,4
5dce10b721697e035c3c7168,12.5,20,1,2,1,3,1,2
5dce10b721697e035c3c7169,8.0,30,2,2,1,5,5,4
5dce10b721697e035c3c716a,12.5,25,2,4,2,1,1,2
5dce10b721697e035c3c716b,8.33,20,3,5,3,2,1,5
5dce10b721697e035c3c716c,8.33,20,2,5,4,2,3,4
5dce10b721697e035c3c716d,5.33,10,1,4,5,2,1,3
5dce10b721697e035c3c716e,2.42,10,2,4,2,2,2,3
5dce10b721697e035c3c716f,5.33,20,2,2,1,3,3,2
5dce10b721697e035c3c7170,8.33,30,1,1,4,5,3,5
5dce10b721697e035c3c7171,8.33,20,1,4,2,4,1,3
5dce10b721697e035c3c7172,5.36,30,5,5,2,1,1,4
5dce10b721697e035c3c7173,7.0,20,2,1,5,2,5,4
5dce10b721697e035c3c7174,8.33,15,5,1,3,3,1,5
5dce10b721697e035c3c7175,8.33,10,3,3,4,3,1,4
5dce10b721697e035c3c7176,7.0,30,1,2,5,4,4,3
5dce10b721697e035c3c7177,7.0,20,3,5,1,5,3,4
5dce10b721697e035c3c7178,4.33,10,2,3,1,3,3,3
5dce10b721697e035c3c7179,3.0,10,1,4,1,1,4,5
5dce10b721697e035c3c717a,4.45,10,3,4,3,4,5,2
5dce10b721697e035c3c717b,12.5,20,5,5,1,1,2,2
5dce10b721697e035c3c717c,8.0,15,5,5,4,4,5,2
5dce10b721697e035c3c717d,8.0,20,4,3,4,5,2,4
5dce10b721697e035c3c717e,8.33,20,3,5,1,1,4,1
5dce10b721697e035c3c717f,8.33,10,2,5,1,3,2,1
5dce10b721697e035c3c7180,5.33,20,1,5,4,1,4,1
5dce10b721697e035c3c7181,3.44,15,2,3,3,5,1,3
5dce10b721697e035c3c7182,8.33,20,5,2,2,2,5,2
5dce10b721697e035c3c7183,7.0,15,5,2,3,2,4,3
5dce10b721697e035c3c7184,5.33,20,4,2,2,1,5,2
5dce10b721697e035c3c7185,2.7,15,2,1,1,5,2,3
5dce10b721697e035c3c7186,8.0,20,5,3,2,3,5,4
